device,cpu_usage,network_activity,memory_usage,anomalous_behavior
Alexa,71.3,631.37,6103.46,0
HomePod,67.33,837.47,6590.9,0
HomePod,77.17,864.81,1577.68,0
Alexa,68.27,488.13,2399.75,1
HomePod,32.77,38.76,1160.09,1
Alexa,44.83,450.5,7815.46,0
HomePod,43.92,566.34,1302.96,0
HomePod,11.3,868.69,7956.33,1
HomePod,19.49,102.67,3256.36,0
HomePod,37.41,465.45,5228.88,1
HomePod,48.78,381.45,3606.73,1
Alexa,78.39,761.1,4976.86,1
HomePod,66.06,721.17,6251.39,1
HomePod,69.95,590.08,2039.83,1
HomePod,82.4,679.55,2672.9,0
Alexa,46.37,465.6,1914.05,0
Alexa,38.63,756.25,4191.21,0
Alexa,69.34,418.37,1483.35,1
Alexa,89.16,332.22,2427.13,0
Alexa,89.32,560.51,6135.1,0
Alexa,27.98,162.88,5428.84,1
Alexa,26.88,195.27,3478.33,1
Alexa,72.34,264.66,132.73,0
Alexa,23.67,662.62,4977.34,0
Alexa,56.3,97.02,6079.81,0
HomePod,26.35,421.33,4886.16,1
HomePod,60.06,844.34,341.38,1
Alexa,86.62,96.16,5019.62,0
HomePod,78.44,403.78,7103.13,0
Alexa,62.34,79.36,7001.49,0
HomePod,42.11,148.26,2675.59,1
Alexa,26.28,58.69,259.05,0
HomePod,58.05,812.17,5520.48,0
HomePod,61.33,157.81,5150.89,1
Alexa,42.01,44.44,5507.89,0
HomePod,31.74,378.44,6448.63,0
Alexa,57.48,65.89,7906.47,1
HomePod,54.19,926.89,3355.2,1
Alexa,15.85,553.06,5187.51,0
HomePod,10.06,314.39,7663.75,0
HomePod,25.76,368.65,7654.63,1
Alexa,86.82,67.03,4746.02,1
Alexa,24.78,664.63,7895.84,0
Alexa,78.84,448.52,4378.31,0
Alexa,25.44,649.69,4819.94,1
HomePod,89.53,98.4,4113.87,1
Alexa,19.65,697.18,1287.08,0
Alexa,55.72,489.75,5932.54,1
Alexa,78.26,112.35,6161.05,0
Alexa,55.65,677.71,4193.28,0
Alexa,42.92,956.03,7984.58,1
HomePod,86.81,304.68,6672.85,0
Alexa,86.67,222.3,3083.56,0
HomePod,53.5,635.57,7696.34,1
HomePod,15.45,635.79,790.16,1
HomePod,33.4,319.49,6585.26,0
Alexa,58.4,229.43,1073.6,1
Alexa,45.01,237.85,180.16,0
HomePod,53.71,549.95,6373.51,1
HomePod,17.99,125.93,4231.73,0
Alexa,31.33,382.65,6555.74,0
HomePod,84.87,761.01,7261.45,1
Alexa,21.82,217.14,5596.33,0
Alexa,36.8,876.91,5704.11,1
HomePod,78.27,76.79,209.37,0
Alexa,41.8,932.7,2429.01,1
HomePod,76.68,685.71,1228.02,0
HomePod,32.87,331.94,5268.0,1
Alexa,18.65,272.94,7945.4,1
Alexa,48.77,312.28,2449.75,0
HomePod,25.36,992.7,7252.09,1
Alexa,38.83,167.86,2025.34,1
Alexa,44.86,695.0,2893.6,1
HomePod,82.5,141.24,3655.67,1
Alexa,66.49,135.21,5574.87,0
HomePod,15.37,575.87,7475.91,0
Alexa,73.38,763.5,927.83,0
HomePod,35.05,98.77,3466.26,0
Alexa,86.68,303.03,5743.29,1
HomePod,81.09,531.2,7770.91,0
Alexa,26.48,751.57,5430.99,1
HomePod,64.27,775.64,3050.37,0
HomePod,26.73,683.72,1647.79,0
HomePod,33.43,471.62,7474.35,1
HomePod,68.26,83.8,5418.69,0
HomePod,82.35,212.92,3513.7,1
Alexa,29.55,244.34,1426.81,1
Alexa,30.7,409.32,2383.11,1
HomePod,37.11,254.72,6987.67,1
Alexa,47.84,94.2,1694.18,0
Alexa,83.1,904.0,1497.46,1
Alexa,86.75,389.86,2652.14,1
Alexa,20.57,685.91,3288.71,1
Alexa,42.9,486.68,7984.69,0
Alexa,43.25,938.69,7352.17,0
HomePod,21.3,123.34,3345.47,0
HomePod,40.31,856.04,960.41,1
Alexa,80.56,295.55,5698.91,1
HomePod,51.74,770.69,6600.49,0
Alexa,35.88,320.57,4250.54,0
HomePod,45.04,740.58,7422.22,1
Alexa,37.23,785.48,1888.08,0
HomePod,64.85,70.9,1426.16,1
HomePod,18.07,65.51,1368.59,0
HomePod,73.54,117.07,5260.13,0
Alexa,55.73,354.4,6677.49,1
Alexa,24.37,650.57,2896.84,0
HomePod,25.05,905.37,4442.21,1
Alexa,32.81,998.04,2556.7,1
Alexa,52.2,979.44,5050.46,0
HomePod,13.71,589.2,4275.72,1
Alexa,29.73,623.18,552.14,1
Alexa,81.65,337.14,6721.33,1
HomePod,17.08,333.14,2545.61,1
Alexa,65.25,208.54,1665.2,0
Alexa,86.8,463.33,6362.5,1
HomePod,75.99,436.79,5286.72,1
HomePod,48.57,202.99,7270.35,1
Alexa,88.54,868.67,3013.1,0
HomePod,38.28,653.7,776.96,1
Alexa,50.2,587.2,5178.78,1
Alexa,27.68,516.1,698.86,1
HomePod,85.11,140.87,7829.91,1
HomePod,10.13,92.82,1349.66,0
HomePod,19.98,220.57,4033.74,0
HomePod,33.78,496.46,6515.92,0
Alexa,86.99,775.04,3869.4,1
Alexa,76.61,190.61,3669.25,0
Alexa,47.66,241.92,6068.02,0
Alexa,22.8,265.83,2375.59,0
HomePod,44.59,590.23,5160.68,0
Alexa,47.14,80.4,4036.06,0
HomePod,11.51,421.3,787.81,1
Alexa,68.13,270.08,7052.64,0
Alexa,71.0,800.95,1983.54,1
Alexa,64.02,156.35,7811.59,0
HomePod,20.21,393.82,2433.06,0
HomePod,65.08,160.37,3821.8,1
Alexa,21.37,547.4,7555.29,0
Alexa,59.24,744.08,3421.43,1
HomePod,52.86,30.57,7969.18,1
HomePod,41.35,270.3,7663.04,1
HomePod,77.88,502.46,611.21,0
HomePod,49.36,920.26,5233.25,1
HomePod,18.22,499.31,7451.4,0
HomePod,53.19,690.98,6246.74,0
HomePod,79.42,848.92,6113.09,0
Alexa,16.36,884.49,2444.28,0
Alexa,41.74,623.51,1527.31,0
HomePod,70.7,327.62,662.38,1
HomePod,29.88,74.63,1108.79,1
HomePod,82.24,572.98,7582.46,0
HomePod,13.37,534.7,5657.79,1
HomePod,64.23,662.55,1355.88,0
HomePod,64.83,786.28,3210.18,0
Alexa,28.68,827.86,5415.08,1
Alexa,43.24,856.47,1576.86,1
HomePod,30.0,190.87,3365.4,0
Alexa,87.56,143.51,4785.37,1
HomePod,80.14,682.11,1901.01,1
HomePod,84.21,330.62,5624.39,1
Alexa,17.47,793.84,3554.16,1
HomePod,62.62,802.54,6824.02,0
Alexa,62.56,554.53,7646.67,0
Alexa,51.84,768.87,709.05,1
HomePod,89.77,107.26,6525.3,0
HomePod,33.44,671.0,6015.91,0
HomePod,56.29,231.41,5668.94,0
HomePod,26.99,641.21,3791.7,0
HomePod,37.02,945.5,7044.19,1
HomePod,18.43,999.43,7708.73,0
Alexa,67.24,14.63,725.69,1
Alexa,45.22,38.84,6169.55,0
HomePod,61.94,344.11,1570.97,0
Alexa,34.01,420.47,2924.78,1
Alexa,20.52,955.42,1252.49,0
HomePod,61.89,462.83,893.89,1
Alexa,28.11,562.56,4243.81,0
Alexa,53.86,844.92,1105.12,0
HomePod,85.22,806.83,699.18,0
HomePod,65.25,936.29,5873.5,1
Alexa,41.53,193.33,3492.93,0
Alexa,36.19,144.45,4201.59,1
Alexa,86.35,521.8,767.08,1
Alexa,20.38,890.99,5331.25,1
HomePod,15.68,212.8,4202.74,0
HomePod,62.48,243.19,2271.34,1
Alexa,37.91,342.39,6112.33,0
HomePod,62.01,531.02,6716.43,0
HomePod,54.25,642.76,4075.76,0
HomePod,80.09,505.1,6338.9,0
HomePod,30.46,160.83,7020.58,0
HomePod,63.81,197.61,3947.51,1
Alexa,85.41,949.37,2555.41,1
Alexa,14.93,145.41,2564.63,0
HomePod,46.74,643.39,2151.66,0
HomePod,82.17,769.14,3808.87,0
HomePod,18.27,676.9,5601.1,0
Alexa,89.74,998.64,2094.11,1
Alexa,61.32,201.78,5703.62,0
Alexa,70.66,679.28,7860.61,1
HomePod,72.66,980.91,4764.7,1
Alexa,18.21,367.28,191.57,1
HomePod,85.5,645.48,1772.3,0
HomePod,57.22,304.18,4021.61,0
HomePod,86.38,928.73,4179.33,0
Alexa,43.44,59.39,3744.08,0
Alexa,56.93,586.18,3789.58,0
HomePod,70.85,57.13,3942.85,1
Alexa,59.89,646.97,2384.58,1
HomePod,39.52,968.68,1374.62,1
HomePod,26.89,384.56,7328.72,0
HomePod,45.59,46.3,4346.69,0
HomePod,46.97,656.3,889.63,0
Alexa,39.71,690.19,3035.62,0
Alexa,78.02,605.77,3944.36,1
Alexa,65.54,121.0,264.05,0
HomePod,23.95,435.43,2611.98,0
Alexa,28.11,408.23,4458.4,0
Alexa,88.31,268.82,866.15,0
HomePod,16.65,598.7,7473.98,1
HomePod,24.23,495.81,4964.98,0
Alexa,82.25,904.15,4350.32,0
Alexa,44.83,704.15,3856.7,1
HomePod,73.18,902.33,3513.51,0
Alexa,72.33,470.62,2215.17,1
Alexa,15.01,452.82,358.0,1
Alexa,68.63,744.14,6674.33,1
Alexa,61.0,360.11,5930.45,0
Alexa,13.11,715.47,7181.49,0
HomePod,85.1,942.76,2090.68,1
Alexa,19.07,316.05,686.03,1
HomePod,47.64,994.03,1682.98,1
Alexa,23.73,691.12,5222.91,1
HomePod,30.05,757.64,4176.66,0
HomePod,60.28,196.55,2946.73,1
Alexa,44.14,454.32,6192.83,0
HomePod,18.11,509.4,6934.12,0
HomePod,12.08,45.32,228.87,1
Alexa,86.16,271.23,2177.04,1
Alexa,29.03,336.57,5778.86,0
Alexa,57.14,400.83,5300.25,1
HomePod,15.99,647.07,6026.48,0
Alexa,58.88,376.98,1190.54,0
HomePod,47.29,619.36,6643.99,1
Alexa,62.52,235.79,3758.26,0
Alexa,19.03,50.23,5156.52,1
Alexa,46.96,836.08,5264.67,1
Alexa,74.37,930.67,6482.47,0
Alexa,39.36,697.44,3523.53,1
Alexa,33.13,472.13,2233.27,0
HomePod,23.16,665.41,6413.18,1
Alexa,36.04,706.86,933.43,0
Alexa,26.12,791.75,7479.73,0
Alexa,20.4,455.84,7910.12,1
Alexa,63.97,373.04,1652.75,1
Alexa,26.49,298.5,4814.97,1
Alexa,47.51,919.61,5748.92,1
Alexa,80.16,647.39,5763.18,1
HomePod,54.09,808.22,7597.45,0
Alexa,76.38,386.91,6215.48,0
HomePod,21.05,565.43,1432.97,0
HomePod,25.53,154.82,6511.34,0
Alexa,14.86,772.69,2752.0,1
Alexa,41.31,428.72,6589.88,1
HomePod,85.53,898.7,6844.08,0
HomePod,19.57,248.64,5237.66,1
Alexa,68.65,952.17,6852.68,1
HomePod,58.71,682.09,3610.55,0
Alexa,62.01,729.41,7503.46,0
Alexa,69.22,946.15,1816.2,0
Alexa,16.9,304.88,1264.45,1
HomePod,72.46,716.58,3690.26,1
HomePod,26.91,939.21,6806.39,0
Alexa,83.1,478.01,6563.22,1
HomePod,76.96,858.7,7339.61,0
Alexa,17.67,931.38,4638.79,0
Alexa,27.11,628.37,6163.28,1
Alexa,87.41,901.02,6603.24,1
HomePod,11.76,650.35,1469.01,1
HomePod,11.87,169.41,3704.42,0
Alexa,14.79,669.19,1942.51,0
Alexa,33.3,509.56,1671.94,1
HomePod,78.99,718.59,551.83,0
HomePod,57.95,359.26,7171.19,1
HomePod,13.91,458.82,5223.9,0
Alexa,60.58,596.54,6473.36,0
Alexa,46.12,661.65,6470.25,1
HomePod,19.23,271.5,6176.35,0
Alexa,78.48,524.45,6274.72,1
HomePod,20.59,707.16,3921.41,0
Alexa,36.06,633.55,6025.17,1
Alexa,12.2,961.44,3175.57,0
Alexa,59.87,366.64,6883.08,1
HomePod,35.22,214.86,3826.63,1
Alexa,42.63,838.74,5938.5,1
HomePod,30.66,182.38,2049.47,1
HomePod,41.64,290.1,5849.18,0
Alexa,29.8,733.0,2681.16,0
HomePod,18.0,376.99,1062.43,1
Alexa,14.33,138.68,5058.9,0
HomePod,87.61,456.0,3505.87,0
Alexa,56.31,391.66,1346.27,1
HomePod,70.69,793.38,6451.03,0
HomePod,70.38,218.37,7593.72,1
Alexa,50.6,544.88,1911.64,1
HomePod,22.59,588.57,7034.33,0
Alexa,25.07,371.42,1389.77,0
HomePod,32.51,171.72,884.47,1
Alexa,87.78,592.72,4459.27,0
Alexa,82.01,996.55,4137.09,1
Alexa,40.65,895.3,3287.56,0
Alexa,72.76,957.8,1029.45,1
HomePod,62.65,263.47,1973.11,0
HomePod,12.61,404.16,5898.27,0
Alexa,80.85,71.53,791.84,1
Alexa,40.25,79.06,3190.94,1
Alexa,77.03,846.98,412.16,1
Alexa,71.07,493.49,1539.61,0
HomePod,44.26,695.38,1803.06,1
Alexa,10.56,23.29,4874.66,1
HomePod,40.9,541.74,4804.91,1
HomePod,85.09,194.45,5269.47,1
HomePod,19.39,508.65,5387.11,0
HomePod,31.29,191.06,3006.56,1
Alexa,60.9,215.85,7284.27,1
Alexa,21.81,480.18,5750.26,1
Alexa,84.78,340.46,6250.68,0
HomePod,59.71,52.8,5075.78,1
HomePod,71.02,695.01,5676.06,0
HomePod,34.59,101.52,4176.61,0
HomePod,20.34,78.41,2987.94,0
HomePod,70.51,61.31,3577.59,1
Alexa,73.45,950.62,4454.14,0
Alexa,41.25,124.59,1678.39,1
Alexa,72.46,906.96,2529.04,1
Alexa,21.46,339.24,4355.87,0
HomePod,40.06,539.26,2376.79,1
HomePod,49.36,866.08,5395.0,0
Alexa,78.05,441.48,1988.68,1
HomePod,44.99,63.57,203.55,1
HomePod,26.03,30.77,5192.66,0
HomePod,44.48,784.55,1660.7,1
HomePod,25.79,798.7,5665.09,1
HomePod,24.93,339.02,1441.38,0
HomePod,25.09,757.65,7113.24,0
HomePod,70.07,314.09,4270.87,0
HomePod,11.98,933.16,5677.12,0
Alexa,88.91,530.82,2899.6,1
Alexa,81.8,259.5,6014.55,0
Alexa,66.49,354.63,3163.42,1
HomePod,55.44,197.03,4392.01,0
HomePod,58.92,293.55,1475.92,0
HomePod,34.84,173.71,6578.27,1
Alexa,56.31,246.52,2814.92,0
HomePod,77.26,525.74,1473.26,1
HomePod,62.81,333.54,6398.5,1
Alexa,58.17,407.9,3348.82,0
HomePod,79.55,476.97,1628.55,0
Alexa,71.58,240.43,5245.97,1
HomePod,68.07,41.77,956.48,1
HomePod,78.23,897.8,6887.35,1
HomePod,44.87,710.39,4896.87,1
Alexa,62.39,796.76,7112.4,1
HomePod,67.1,497.72,637.72,1
Alexa,51.26,1.22,3088.55,0
Alexa,62.55,326.28,654.06,1
Alexa,57.45,193.04,6062.28,0
HomePod,12.64,282.38,3320.66,1
Alexa,69.42,240.68,6194.67,1
HomePod,25.54,392.09,188.81,1
HomePod,18.04,499.78,4169.34,1
Alexa,78.73,357.1,2677.67,0
HomePod,65.15,21.71,3610.71,1
Alexa,59.1,283.73,4698.9,1
HomePod,18.34,591.11,2772.48,1
HomePod,44.65,701.79,4917.79,1
HomePod,41.82,624.68,7598.18,0
Alexa,25.25,380.54,4564.0,1
Alexa,58.44,964.63,1471.23,0
Alexa,64.13,48.78,2507.84,1
Alexa,83.5,407.88,1882.14,1
Alexa,49.88,801.8,3474.72,1
HomePod,81.68,624.04,1834.62,0
Alexa,67.1,834.16,7340.28,1
Alexa,75.75,359.69,4551.15,1
Alexa,61.69,951.56,4837.67,0
Alexa,83.88,882.23,4843.14,1
HomePod,25.59,492.29,7133.58,1
Alexa,86.56,578.84,6898.4,0
Alexa,20.03,80.84,4740.2,0
HomePod,37.02,789.2,1779.38,0
Alexa,47.96,592.34,352.49,1
HomePod,40.78,138.07,6051.27,0
HomePod,61.89,756.26,971.58,1
HomePod,60.1,482.99,6036.13,1
HomePod,58.39,203.93,2492.23,1
Alexa,46.07,181.02,6441.21,0
HomePod,17.18,103.03,2778.33,0
HomePod,89.3,180.03,583.04,0
HomePod,86.07,524.37,2826.85,1
Alexa,43.1,521.99,2163.37,1
Alexa,42.76,44.6,1759.52,0
HomePod,54.67,81.67,1754.8,0
HomePod,89.51,62.57,4941.19,1
HomePod,62.36,130.95,2719.1,0
Alexa,64.98,285.0,4612.17,0
HomePod,51.44,809.08,3351.78,1
HomePod,18.99,940.61,7377.71,1
HomePod,13.18,650.83,1163.76,0
HomePod,57.53,521.37,5186.09,0
Alexa,19.39,447.44,5891.76,0
HomePod,85.24,50.41,4476.09,1
HomePod,28.51,632.84,5754.79,0
HomePod,27.49,825.2,2132.55,1
Alexa,64.48,637.73,4618.65,1
Alexa,32.38,30.6,444.7,1
HomePod,67.8,324.79,5223.74,0
Alexa,53.48,172.71,349.0,0
HomePod,29.7,462.56,5542.39,0
Alexa,72.55,573.24,1209.92,0
HomePod,71.76,897.87,1218.65,1
HomePod,75.91,728.48,1365.13,1
Alexa,17.37,35.66,1148.25,0
Alexa,77.72,227.51,1752.43,1
Alexa,30.41,44.4,4431.64,0
HomePod,18.9,942.62,7915.01,0
Alexa,35.65,515.88,5844.18,0
Alexa,64.88,106.36,672.09,1
Alexa,71.14,67.05,3690.5,0
HomePod,75.53,837.16,508.08,1
HomePod,28.74,591.65,7653.29,1
Alexa,23.02,145.86,3180.54,1
HomePod,74.61,222.8,1926.75,1
HomePod,19.11,529.92,2370.2,0
HomePod,86.28,133.15,5448.24,0
HomePod,26.56,498.96,184.29,0
HomePod,44.41,237.84,1713.57,1
Alexa,37.08,589.08,6796.08,1
HomePod,41.09,25.02,1477.16,0
HomePod,79.54,162.84,7092.97,0
Alexa,13.16,873.48,4673.79,1
HomePod,43.44,641.17,7656.08,1
HomePod,76.81,42.75,1285.11,0
Alexa,45.13,684.24,4181.96,1
HomePod,23.37,979.07,5449.19,1
Alexa,47.15,324.93,7894.03,0
Alexa,23.24,178.9,6239.75,0
Alexa,23.52,988.5,311.37,1
HomePod,22.68,785.31,2840.16,1
HomePod,13.55,779.61,931.56,0
HomePod,22.37,875.72,5174.52,1
Alexa,34.11,780.63,1303.01,0
HomePod,18.93,113.54,2606.2,0
HomePod,32.85,995.57,3170.77,1
Alexa,25.65,940.6,1782.42,0
HomePod,47.98,502.39,5760.62,0
HomePod,43.86,674.26,4160.33,1
Alexa,47.96,433.22,6234.95,1
HomePod,74.91,147.42,6713.48,1
Alexa,69.35,231.96,1439.21,0
Alexa,75.9,326.16,1228.42,1
HomePod,58.48,141.69,6738.87,1
HomePod,67.74,731.05,2105.9,0
HomePod,87.36,56.0,6431.99,1
Alexa,16.81,408.2,2209.51,1
HomePod,24.97,680.19,4083.7,1
Alexa,65.7,67.45,7103.14,1
HomePod,88.1,311.71,4549.72,1
Alexa,26.33,749.36,6045.0,0
Alexa,66.96,901.38,366.72,1
Alexa,49.37,337.83,5198.24,1
HomePod,65.87,850.16,4903.06,1
Alexa,40.88,848.58,6494.04,1
Alexa,34.37,118.54,4786.02,1
HomePod,18.76,456.78,450.22,0
Alexa,16.15,894.47,2609.74,0
HomePod,47.68,763.4,2546.5,0
Alexa,32.73,772.74,1992.75,0
Alexa,20.17,168.36,1289.94,0
HomePod,30.52,631.67,2895.34,0
HomePod,70.86,623.22,503.73,1
HomePod,16.72,950.91,3274.55,1
HomePod,57.1,27.66,1318.96,0
HomePod,51.08,154.92,3089.85,0
Alexa,76.12,727.71,5862.04,0
HomePod,53.55,647.39,664.44,0
Alexa,34.98,544.07,461.87,1
Alexa,31.44,504.59,2715.57,1
Alexa,30.91,988.58,1416.55,1
HomePod,69.98,543.25,1801.44,1
HomePod,23.91,377.41,1547.23,1
Alexa,55.86,190.85,2035.75,1
HomePod,16.32,17.9,4293.67,1
HomePod,67.64,773.9,6839.35,0
HomePod,49.3,269.07,3768.25,0
HomePod,27.49,639.25,5129.89,1
Alexa,38.94,100.7,1993.31,1
HomePod,34.16,429.22,3805.91,1
HomePod,86.47,246.3,195.97,1
Alexa,89.46,628.68,5856.27,0
HomePod,83.58,202.33,392.57,1
HomePod,36.68,877.46,6626.21,1
HomePod,31.83,260.29,7895.8,1
Alexa,49.73,215.06,3167.62,0
HomePod,48.93,574.91,183.84,1
HomePod,18.61,604.11,3933.15,0
Alexa,86.76,46.76,7387.25,0
Alexa,49.54,66.15,2365.49,1
Alexa,29.0,154.4,705.0,0
Alexa,67.61,859.96,932.32,0
Alexa,68.52,946.81,3251.47,1
Alexa,55.64,106.37,212.36,0
HomePod,42.08,617.57,2434.95,0
Alexa,52.26,353.75,1611.4,0
Alexa,19.61,908.3,4529.85,0
HomePod,61.89,882.85,283.32,0
Alexa,22.66,322.75,808.31,0
HomePod,53.39,244.23,7875.06,0
Alexa,74.95,105.47,4811.45,1
HomePod,20.98,707.69,6000.13,1
HomePod,19.39,402.77,3694.7,0
HomePod,73.77,721.34,5358.67,0
Alexa,37.76,247.83,6611.96,1
Alexa,28.86,224.74,4425.26,0
Alexa,34.59,488.88,2173.36,0
Alexa,27.52,138.26,2462.23,0
HomePod,67.18,862.07,6248.43,0
Alexa,52.39,422.94,3255.42,1
Alexa,24.05,326.11,6068.75,1
HomePod,46.01,404.74,1517.1,0
HomePod,20.35,206.84,6630.31,1
Alexa,29.5,383.66,4854.05,0
HomePod,38.24,58.12,688.52,0
HomePod,44.63,50.21,7915.5,0
Alexa,44.73,256.92,4580.31,0
Alexa,35.63,279.3,4219.34,1
Alexa,81.14,972.29,2777.97,1
HomePod,36.67,966.19,1086.94,1
HomePod,40.75,520.61,856.92,1
Alexa,25.96,866.46,940.42,0
HomePod,63.67,283.6,160.83,0
HomePod,21.09,11.64,946.42,1
Alexa,67.95,276.24,6492.98,0
Alexa,63.41,173.6,3729.33,1
Alexa,30.1,655.32,5028.75,1
HomePod,55.58,992.87,3059.76,1
Alexa,63.26,474.18,6639.17,1
Alexa,18.2,629.92,4736.12,0
HomePod,50.71,801.07,3274.81,0
Alexa,21.74,699.89,7523.75,0
Alexa,83.13,447.37,5922.5,1
Alexa,84.92,259.37,5420.38,1
HomePod,86.19,183.52,2308.04,1
Alexa,53.85,94.36,3652.4,0
HomePod,35.06,987.36,5499.31,0
Alexa,34.12,533.87,5134.34,0
Alexa,55.42,704.12,5057.19,0
HomePod,37.29,782.58,5779.75,0
HomePod,30.42,386.01,5407.94,0
HomePod,75.56,354.84,4607.26,0
HomePod,70.75,520.2,3806.95,0
Alexa,70.47,665.36,6950.54,1
Alexa,81.59,477.03,1373.14,1
Alexa,23.83,671.13,7353.48,1
Alexa,28.78,751.78,6414.7,1
HomePod,10.62,968.46,4671.8,1
HomePod,34.16,725.25,1136.53,0
Alexa,60.87,988.84,5835.08,0
Alexa,41.18,276.29,3546.9,0
HomePod,46.27,163.02,7818.29,0
Alexa,66.04,805.24,6835.24,0
Alexa,63.97,422.08,7730.44,0
Alexa,82.92,222.44,6429.12,0
Alexa,49.39,885.02,7637.46,0
HomePod,57.78,723.46,7555.43,0
HomePod,70.4,865.42,4138.1,1
Alexa,17.63,496.17,4042.47,1
Alexa,60.83,577.24,4164.73,0
Alexa,28.54,421.77,4715.89,1
Alexa,64.28,732.69,3328.68,1
Alexa,89.12,456.66,550.95,1
HomePod,46.56,528.86,3093.48,1
Alexa,27.58,30.0,3587.52,1
HomePod,25.01,30.4,5012.03,1
HomePod,24.73,613.94,7251.38,0
Alexa,77.58,29.77,5895.6,0
HomePod,57.07,783.34,5013.07,1
HomePod,80.43,487.01,5960.89,1
Alexa,53.22,809.84,7141.2,0
Alexa,60.69,922.72,5121.51,0
Alexa,29.47,644.82,618.58,1
Alexa,88.08,84.03,7837.98,1
Alexa,13.14,933.43,5579.52,1
HomePod,42.3,625.28,6156.21,0
HomePod,82.98,387.84,2402.94,0
Alexa,65.65,504.22,3073.81,1
HomePod,25.46,827.52,718.55,1
HomePod,33.92,929.79,4049.74,0
HomePod,62.08,986.64,6692.68,1
HomePod,21.52,584.96,6008.95,1
Alexa,47.31,140.16,7609.44,0
Alexa,15.97,877.84,5309.04,1
HomePod,53.48,144.7,5865.92,1
HomePod,70.96,151.5,5223.15,0
Alexa,32.29,583.71,6024.43,0
HomePod,52.81,142.07,7643.42,1
HomePod,86.09,834.96,4880.24,1
Alexa,46.77,942.16,5558.02,0
HomePod,58.62,306.8,207.27,1
Alexa,37.09,321.68,6969.49,0
Alexa,35.89,222.64,6799.26,1
HomePod,21.29,652.08,7179.4,0
Alexa,56.35,476.21,3425.58,0
HomePod,88.39,12.62,637.95,1
Alexa,74.08,682.32,4992.34,0
Alexa,27.24,746.47,3303.6,0
HomePod,50.67,865.38,6509.52,1
Alexa,56.51,397.32,2994.02,1
Alexa,62.31,199.84,2308.96,1
Alexa,85.65,558.28,1235.29,1
Alexa,57.56,106.11,3545.04,1
HomePod,58.99,357.32,350.76,0
Alexa,77.72,633.45,1733.36,0
Alexa,49.58,611.57,4031.52,0
HomePod,33.13,705.96,7969.92,1
HomePod,75.22,432.64,5357.45,0
Alexa,48.0,336.18,3691.07,1
HomePod,77.55,420.47,4590.43,0
Alexa,77.36,550.17,5827.45,1
Alexa,83.65,28.63,7599.19,0
Alexa,42.96,389.04,5025.39,0
Alexa,56.42,122.99,773.94,0
HomePod,36.92,62.16,772.89,0
HomePod,61.93,617.87,7427.63,0
Alexa,75.08,635.94,2509.39,0
Alexa,89.0,290.03,3037.76,0
Alexa,28.91,311.69,5428.68,1
HomePod,16.78,929.13,1033.36,1
HomePod,86.84,841.81,304.48,0
HomePod,38.89,372.43,4646.6,1
HomePod,31.89,926.1,1902.26,0
HomePod,87.28,998.07,7926.45,1
HomePod,23.1,947.88,857.86,1
HomePod,15.93,9.27,3015.87,1
Alexa,34.55,341.95,1184.88,0
HomePod,67.56,114.84,5747.35,1
Alexa,50.68,249.08,5058.09,1
Alexa,35.91,47.87,2078.13,1
HomePod,63.24,232.01,5300.44,1
Alexa,34.41,655.44,3769.78,1
HomePod,38.08,258.46,2207.78,0
Alexa,74.93,334.29,4890.33,0
HomePod,58.79,946.38,925.89,1
HomePod,16.22,780.2,5310.83,1
HomePod,36.54,238.52,4977.01,0
HomePod,41.0,900.12,5756.83,0
Alexa,81.66,187.96,3949.68,1
HomePod,32.5,149.69,5205.23,0
HomePod,32.08,466.49,2199.67,1
HomePod,22.16,550.91,5018.99,0
Alexa,60.25,533.77,2338.11,1
Alexa,35.08,934.37,960.84,0
HomePod,34.55,714.94,2367.79,1
HomePod,17.8,69.8,1207.77,1
Alexa,83.75,442.76,5884.36,1
HomePod,68.97,257.08,4353.27,1
HomePod,74.45,160.59,7331.06,1
Alexa,43.67,449.66,5687.33,0
Alexa,36.15,140.51,5017.85,0
HomePod,13.08,994.02,2366.42,0
Alexa,82.21,75.96,6298.48,0
HomePod,35.96,366.95,7557.01,1
Alexa,17.47,841.42,6679.06,0
HomePod,78.9,303.77,7628.76,1
HomePod,14.25,134.34,5930.18,1
Alexa,14.63,132.69,4968.09,1
HomePod,73.14,826.2,3362.56,0
Alexa,16.73,814.88,3813.38,1
HomePod,19.82,88.9,1613.4,0
Alexa,74.3,77.61,2313.11,1
HomePod,14.92,962.4,5933.02,0
Alexa,43.84,653.86,2383.46,0
Alexa,49.46,92.92,7747.15,1
Alexa,32.45,305.53,6874.31,1
Alexa,73.9,818.34,1547.31,1
Alexa,44.86,193.21,2471.08,1
HomePod,89.11,43.2,2053.93,1
HomePod,68.03,898.26,1414.49,1
HomePod,49.03,34.81,1192.59,0
Alexa,25.03,615.31,1968.07,0
Alexa,64.07,66.51,4698.6,1
HomePod,77.04,393.17,934.89,1
Alexa,63.88,266.08,4308.4,1
HomePod,58.97,923.86,2979.38,1
Alexa,77.25,947.21,1546.45,1
HomePod,78.9,617.48,1489.87,1
HomePod,85.29,24.64,1329.46,1
HomePod,65.72,542.28,6157.66,0
Alexa,37.43,928.73,5425.68,0
Alexa,54.24,372.24,7952.11,0
Alexa,11.85,415.9,911.49,1
